,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
5598,0,Yes,Yes,55,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.15,998.1
6444,0,No,Yes,31,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7
3884,0,Yes,No,18,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75
1994,0,No,No,22,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,422.5
4745,0,Yes,No,34,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,3414.65
5980,0,No,No,17,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35
4081,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6
6986,0,Yes,No,30,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,2804.45
4730,1,No,No,31,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95
1047,0,No,No,3,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3
6694,0,Yes,Yes,8,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.15,645.8
4961,0,Yes,No,18,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05
3707,0,Yes,Yes,69,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.9,1356.7
6068,0,No,Yes,12,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6
2149,0,No,No,46,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4
2484,0,Yes,Yes,12,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,255.5
6322,0,No,No,4,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15
1824,0,Yes,Yes,72,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,1401.15
4990,0,Yes,Yes,6,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2
460,0,No,Yes,6,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,100.9
1215,0,Yes,Yes,3,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05
1038,0,Yes,No,56,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5
942,0,No,No,24,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0
4752,0,No,No,23,No,No,No,No,No,No,No,One year,No,Mailed check,20.45,481.1
1787,1,Yes,No,42,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15
6698,0,No,No,40,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.6,3488.15
6306,0,No,No,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55
6519,0,Yes,Yes,63,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7
6194,0,Yes,Yes,68,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4
6146,0,No,No,25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05
873,0,No,No,60,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4
4854,0,Yes,Yes,18,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4
3003,0,No,Yes,27,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55
3995,0,No,Yes,28,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55
7031,1,Yes,No,55,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),60.0,3316.1
5694,0,Yes,No,33,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9
1851,0,Yes,No,2,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75
3043,1,No,No,2,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65
7040,0,Yes,Yes,11,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,346.45
4560,0,Yes,Yes,9,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9
876,0,No,No,15,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75
1929,0,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,81.05
4716,0,Yes,No,66,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.9,4370.25
2155,0,Yes,No,30,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25
1239,0,Yes,Yes,3,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6
1253,0,No,No,7,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15
4985,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7
3182,0,Yes,No,45,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8
5791,0,Yes,No,63,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05
3008,0,No,No,11,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,211.95
6998,0,No,No,13,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.5,1011.8
2939,1,No,No,12,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,1029.75
5159,0,No,No,9,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85
2191,1,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3
1523,0,No,No,8,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4
1104,0,No,No,42,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.55,839.4
3037,0,No,No,32,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.35,707.5
5841,1,No,No,70,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45
4579,0,No,No,31,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55
6216,0,Yes,Yes,58,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25
3657,0,Yes,Yes,37,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,861.85
156,0,No,No,22,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95
6349,0,Yes,Yes,35,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,730.4
704,0,No,No,4,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45
5314,0,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9
4171,0,No,No,9,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.95,185.6
6154,0,Yes,Yes,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.2,7711.45
1746,0,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.45,8013.55
107,0,No,No,32,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65
5621,0,Yes,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5
6231,1,Yes,No,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4
2882,0,No,No,11,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1
6845,1,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85
417,0,Yes,Yes,40,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.8,1024.7
664,0,Yes,Yes,57,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.5,1167.6
6812,1,No,No,45,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1
6466,0,No,No,18,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0
6168,0,No,No,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25
1706,0,No,No,69,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55
2353,0,No,No,3,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8
5370,0,Yes,Yes,16,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2
6481,0,Yes,Yes,5,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4
6830,0,No,No,35,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.2,684.4
2207,0,Yes,No,7,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1
685,0,No,No,1,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9
6414,0,Yes,Yes,40,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,1006.9
6648,0,Yes,Yes,20,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,406.05
4431,0,No,No,18,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65
1348,0,Yes,No,10,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2
4466,0,No,No,4,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3
3980,0,No,No,28,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5
4496,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9
1488,0,No,No,1,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25
3656,1,Yes,No,49,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4
6294,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,19.7
494,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,20.4
1601,0,Yes,No,46,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5
2834,0,Yes,Yes,42,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,854.9
4198,0,Yes,Yes,52,No,No,No,No,No,No,No,Two year,No,Mailed check,23.05,1255.1
6876,0,Yes,No,62,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.3,6613.65
6582,0,No,No,71,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25
3967,0,Yes,No,32,No,No,No,No,No,No,No,One year,No,Mailed check,19.3,593.2
5400,0,No,No,33,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1
6222,0,No,No,66,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9
4967,0,No,No,3,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65
3533,0,No,No,10,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.8,198.25
3897,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15
6374,0,Yes,Yes,72,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.7,1482.3
6410,1,No,No,63,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.0,5243.05
5109,0,Yes,Yes,66,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05
5441,0,Yes,No,70,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,4759.75
2357,0,Yes,No,67,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45
2414,0,Yes,No,25,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.2,507.9
4663,1,No,No,4,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75
6870,0,No,No,49,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,3720.35
4441,0,Yes,No,42,No,No,No,No,No,No,No,Two year,No,Electronic check,20.25,835.5
5415,0,No,No,18,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3
805,0,Yes,Yes,72,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45
6625,1,No,No,12,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5
3226,0,No,No,7,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,141.1
5798,0,No,No,5,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,474.8
3309,0,No,No,25,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.9,527.5
1711,0,Yes,No,71,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.4,1725.4
6810,0,No,No,15,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,438.25
2332,0,Yes,No,47,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45
3171,0,No,No,21,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.85,435.25
2170,0,No,No,21,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35
4118,0,No,No,40,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,2971.7
2987,0,Yes,Yes,33,No,No,No,No,No,No,No,Two year,No,Mailed check,20.1,670.35
1271,0,No,No,53,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2
410,1,No,No,3,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7
4946,0,No,No,4,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85
1315,0,Yes,Yes,11,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.9,202.3
1947,0,No,No,70,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95
4195,1,No,No,45,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45
920,0,Yes,No,60,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.15,1505.9
3284,0,No,No,40,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05
792,0,Yes,Yes,8,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.85,146.6
4304,0,Yes,No,49,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,918.7
102,0,No,No,38,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6
2999,0,Yes,Yes,19,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.6,414.95
6877,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.7,69.7
2304,0,Yes,No,67,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15
4355,0,Yes,No,6,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55
4047,0,Yes,No,64,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7
2171,0,No,No,2,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4
3304,1,Yes,No,69,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25
4884,0,Yes,Yes,41,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0
6811,0,Yes,No,1,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,50.35
3861,0,No,Yes,26,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3
2060,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25
3414,0,No,No,47,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25
1096,0,Yes,No,7,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1
4352,0,Yes,Yes,64,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5
3537,0,Yes,Yes,25,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45
5602,0,No,No,6,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4
4336,1,No,No,72,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7
1101,0,Yes,Yes,20,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.0,417.65
252,1,Yes,No,1,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2
5873,0,No,No,18,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4
5457,0,Yes,Yes,11,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7
4710,0,Yes,Yes,6,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5
430,0,Yes,Yes,61,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,1182.55
6568,0,Yes,Yes,8,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,130.25
340,1,No,No,32,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1
6554,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65
6502,0,Yes,Yes,44,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55
2660,0,No,Yes,13,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65
6789,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2
4538,0,No,No,3,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2
1114,0,Yes,No,32,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9
6624,0,Yes,Yes,64,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45
6283,0,No,No,3,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4
4008,0,Yes,Yes,51,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95
3501,0,Yes,Yes,59,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5
4226,0,Yes,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6
692,0,No,Yes,47,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.55,1013.05
3623,1,Yes,No,37,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45
892,1,No,No,32,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25
3156,0,No,No,25,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,461.3
1526,0,No,No,3,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15
1339,0,Yes,No,66,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25
5449,0,Yes,Yes,67,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5
6299,0,No,No,52,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95
2076,0,No,No,14,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85
3048,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7
3957,0,Yes,No,63,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75
432,0,No,No,2,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5
2278,1,No,No,7,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35
5842,0,No,No,13,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35
446,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55
3160,0,Yes,Yes,69,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4
709,0,Yes,Yes,29,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8
860,0,No,No,26,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.8,457.3
15,0,Yes,Yes,69,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15
5281,0,Yes,Yes,72,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3
1290,1,Yes,No,72,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85
1024,0,No,No,37,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9
4298,0,No,No,10,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1
4191,0,Yes,No,63,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7
4553,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9
4344,0,No,No,68,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2
496,0,Yes,No,28,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65
638,1,Yes,Yes,56,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65
2316,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7,73.05
2640,0,No,No,22,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8
2102,0,No,Yes,18,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65
6169,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9
6219,1,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7
4978,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1
3685,0,Yes,No,50,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45
3725,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8
5692,0,Yes,Yes,9,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8
6674,0,No,No,7,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.5,173.0
2404,0,Yes,Yes,42,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8
4722,0,No,No,60,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,4224.7
5228,0,No,No,9,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15
2718,0,No,No,62,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3
4416,0,Yes,No,17,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55
2335,0,No,No,5,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35
5044,0,Yes,No,22,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55
1774,0,Yes,Yes,1,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75
5278,0,Yes,Yes,56,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0
6470,0,Yes,Yes,8,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5
3271,1,Yes,No,12,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55
2324,1,Yes,No,15,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1258.3
4808,0,No,No,54,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95
5535,0,Yes,Yes,55,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95
1928,0,Yes,Yes,31,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.55,658.95
1792,0,Yes,Yes,42,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3
6510,0,Yes,Yes,46,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2
5489,0,No,Yes,11,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05
790,0,Yes,Yes,60,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2
4315,0,No,No,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55
4694,0,Yes,Yes,13,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.85,252.0
5592,0,No,No,13,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,265.75
5656,0,No,No,1,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75
5961,0,No,No,1,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,35.9
4858,0,Yes,Yes,57,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4
